	playerID	yearID_x	stint	teamID_x	lgID_x	G	AB	R	H	2B	3B	HR	RBI	SB	CS	BB	SO	IBB	HBP	SH	SF	GIDP	yearID_y	teamID_y	lgID_y	G_all	GS	G_batting	G_defense	G_p	G_c	G_1b	G_2b	G_3b	G_ss	G_lf	G_cf	G_rf	G_of	G_dh	G_ph	G_pr
1149	phillpa01	2004	1	KCA	AL	4	5	2	1	0	0	0	0.0	0.0	0.0	0	1.0	0.0	1.0	0.0	0.0	0.0	2004	KCA	AL	4	1.0	4	4.0	0	4	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1150	piazzmi01	2004	1	NYN	NL	129	455	47	121	21	0	20	54.0	0.0	0.0	68	78.0	14.0	2.0	0.0	3.0	14.0	2004	NYN	NL	129	123.0	129	115.0	0	50	68	0	0	0	0	0	0	0	8.0	6.0	0.0
1151	pickeca01	2004	1	KCA	AL	35	122	21	30	8	1	7	26.0	0.0	0.0	18	42.0	1.0	0.0	0.0	2.0	6.0	2004	KCA	AL	35	34.0	35	8.0	0	0	8	0	0	0	0	0	0	0	27.0	0.0	0.0
1152	piedrjo01	2004	1	COL	NL	38	91	15	27	8	0	3	10.0	0.0	1.0	5	19.0	0.0	1.0	1.0	0.0	1.0	2004	COL	NL	38	22.0	38	34.0	0	0	0	0	0	0	14	18	7	34	0.0	9.0	1.0
1153	pierrju01	2004	1	FLO	NL	162	678	100	221	22	12	3	49.0	45.0	24.0	45	35.0	1.0	8.0	15.0	2.0	9.0	2004	FLO	NL	162	162.0	162	162.0	0	0	0	0	0	0	0	162	0	162	0.0	0.0	0.0
1154	pierzaj01	2004	1	SFN	NL	131	471	45	128	28	2	11	77.0	0.0	1.0	19	27.0	4.0	15.0	2.0	3.0	27.0	2004	SFN	NL	131	117.0	131	118.0	0	118	0	0	0	0	0	0	0	0	0.0	14.0	0.0
1155	pineijo01	2004	1	SEA	AL	21	5	0	1	1	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	SEA	AL	21	21.0	2	21.0	21	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1156	podsesc01	2004	1	MIL	NL	154	640	85	156	27	7	12	39.0	70.0	13.0	58	105.0	2.0	7.0	6.0	1.0	7.0	2004	MIL	NL	154	152.0	154	153.0	0	0	0	0	0	0	0	153	0	153	0.0	2.0	0.0
1157	polanpl01	2004	1	PHI	NL	126	503	74	150	21	0	17	55.0	7.0	4.0	27	39.0	0.0	12.0	7.0	6.0	13.0	2004	PHI	NL	126	116.0	126	120.0	0	0	0	109	13	0	0	0	0	0	0.0	8.0	0.0
1159	pondsi01	2004	1	TOR	AL	16	49	4	8	2	0	1	6.0	0.0	0.0	5	12.0	0.0	1.0	0.0	1.0	3.0	2004	TOR	AL	16	15.0	16	9.0	0	0	0	0	0	0	6	0	3	9	6.0	1.0	0.0
1160	ponsosi01	2004	1	BAL	AL	33	5	0	0	0	0	0	0.0	0.0	0.0	0	4.0	0.0	0.0	0.0	0.0	0.0	2004	BAL	AL	33	33.0	2	33.0	33	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1161	porteco01	2004	1	SLN	NL	23	35	3	11	1	0	1	2.0	0.0	0.0	0	13.0	0.0	0.0	0.0	0.0	2.0	2004	SLN	NL	23	5.0	23	14.0	0	0	0	0	0	0	6	2	8	14	0.0	12.0	0.0
1162	posadjo01	2004	1	NYA	AL	137	449	72	122	31	0	21	81.0	1.0	3.0	88	92.0	5.0	9.0	0.0	1.0	24.0	2004	NYA	AL	137	126.0	137	134.0	0	134	0	0	0	0	0	0	0	0	0.0	11.0	0.0
1164	powelbr01	2004	1	PHI	NL	17	8	0	1	0	0	0	0.0	0.0	0.0	0	5.0	0.0	0.0	1.0	0.0	0.0	2004	PHI	NL	17	2.0	16	17.0	17	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1167	prattto02	2004	1	PHI	NL	45	128	16	33	5	0	3	16.0	0.0	0.0	18	38.0	0.0	1.0	1.0	1.0	5.0	2004	PHI	NL	45	38.0	45	43.0	0	43	0	0	0	0	0	0	0	0	0.0	2.0	0.0
1168	pridecu01	2004	1	ANA	AL	35	40	5	10	3	0	0	3.0	1.0	0.0	0	11.0	0.0	1.0	1.0	0.0	1.0	2004	ANA	AL	35	4.0	35	24.0	0	0	0	0	0	0	15	2	7	24	2.0	12.0	4.0
1169	prietal01	2004	1	MIN	AL	16	32	4	8	1	0	1	4.0	0.0	1.0	3	9.0	0.0	0.0	0.0	1.0	1.0	2004	MIN	AL	16	9.0	16	15.0	0	0	0	8	5	3	0	0	0	0	1.0	1.0	2.0
1171	priorma01	2004	1	CHN	NL	21	36	5	5	0	0	0	0.0	0.0	0.0	2	20.0	0.0	0.0	6.0	0.0	0.0	2004	CHN	NL	21	21.0	20	21.0	21	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1174	pujolal01	2004	1	SLN	NL	154	592	133	196	51	2	46	123.0	5.0	5.0	84	52.0	12.0	7.0	0.0	9.0	21.0	2004	SLN	NL	154	153.0	154	150.0	0	0	150	0	0	0	0	0	0	0	3.0	1.0	0.0
1176	puntoni01	2004	1	MIN	AL	38	91	17	23	0	0	2	12.0	6.0	0.0	12	19.0	0.0	0.0	0.0	0.0	2.0	2004	MIN	AL	38	22.0	38	32.0	0	0	0	19	2	11	0	2	0	2	3.0	4.0	6.0
1178	quallch01	2004	1	HOU	NL	25	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	HOU	NL	25	0.0	25	25.0	25	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1179	quantpa01	2004	1	NYA	AL	86	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	1.0	2004	NYA	AL	86	0.0	6	86.0	86	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1180	quinlro01	2004	1	ANA	AL	56	160	23	55	14	0	5	23.0	3.0	1.0	14	26.0	0.0	2.0	0.0	1.0	1.0	2004	ANA	AL	56	42.0	56	50.0	0	0	13	0	32	0	6	0	3	9	4.0	5.0	2.0
1181	quinthu01	2004	1	SDN	NL	23	72	7	18	3	0	2	10.0	0.0	2.0	5	16.0	0.0	0.0	0.0	1.0	5.0	2004	SDN	NL	23	19.0	23	21.0	0	21	0	0	0	0	0	0	0	0	0.0	2.0	0.0
1182	quirogu01	2004	1	TOR	AL	17	52	2	11	2	0	0	6.0	1.0	0.0	2	8.0	0.0	2.0	0.0	1.0	1.0	2004	TOR	AL	17	15.0	17	15.0	0	15	0	0	0	0	0	0	0	0	2.0	0.0	1.0
1183	raburry01	2004	1	DET	AL	12	29	4	4	1	0	0	1.0	1.0	0.0	2	15.0	0.0	0.0	0.0	0.0	0.0	2004	DET	AL	12	7.0	12	11.0	0	0	0	11	0	0	0	0	0	0	0.0	5.0	0.0
1184	radkebr01	2004	1	MIN	AL	34	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	1.0	0.0	0.0	2004	MIN	AL	34	34.0	1	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1185	raineti02	2004	1	BAL	AL	48	94	14	24	6	0	0	5.0	7.0	3.0	4	16.0	0.0	1.0	2.0	0.0	2.0	2004	BAL	AL	48	22.0	48	38.0	0	0	0	0	0	0	1	27	10	38	4.0	4.0	8.0
1187	ramirar01	2004	1	CHN	NL	145	547	99	174	32	1	36	103.0	0.0	2.0	49	62.0	6.0	3.0	0.0	7.0	25.0	2004	CHN	NL	145	141.0	145	144.0	0	0	0	0	144	0	0	0	0	0	0.0	4.0	0.0
1190	ramirho01	2004	1	ATL	NL	11	21	0	2	0	0	0	1.0	0.0	0.0	0	5.0	0.0	0.0	1.0	0.0	0.0	2004	ATL	NL	11	9.0	11	10.0	10	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0
1191	ramirma02	2004	1	BOS	AL	152	568	108	175	44	0	43	130.0	2.0	4.0	82	124.0	15.0	6.0	0.0	7.0	17.0	2004	BOS	AL	152	150.0	152	132.0	0	0	0	0	0	0	132	0	0	132	19.0	2.0	0.0
1192	randajo01	2004	1	KCA	AL	128	485	65	139	31	2	8	56.0	0.0	1.0	40	77.0	1.0	6.0	0.0	8.0	11.0	2004	KCA	AL	128	125.0	128	121.0	0	0	3	0	119	0	0	0	0	0	6.0	2.0	0.0
1193	randost01	2004	1	ARI	NL	47	12	4	5	3	0	0	3.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	0.0	2004	ARI	NL	47	6.0	45	45.0	45	0	0	0	0	0	0	0	0	0	0.0	0.0	2.0
1194	ransoco01	2004	1	SFN	NL	78	68	13	17	6	0	1	11.0	2.0	2.0	6	20.0	0.0	1.0	3.0	0.0	2.0	2004	SFN	NL	78	12.0	78	61.0	0	0	0	16	1	45	1	0	0	1	0.0	15.0	20.0
1199	redditi01	2004	1	HOU	NL	27	29	1	4	0	0	0	0.0	0.0	0.0	0	13.0	0.0	0.0	1.0	0.0	0.0	2004	HOU	NL	27	17.0	26	27.0	27	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1200	redmama01	2004	1	OAK	AL	32	5	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	0.0	2004	OAK	AL	32	32.0	2	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1201	redmati01	2004	1	PIT	NL	155	546	65	153	19	4	8	51.0	18.0	6.0	23	52.0	2.0	3.0	4.0	5.0	6.0	2004	PIT	NL	155	134.0	155	147.0	0	0	0	0	0	0	0	147	0	147	0.0	13.0	2.0
1202	redmomi01	2004	1	FLO	NL	81	246	19	63	15	0	2	25.0	1.0	0.0	14	28.0	0.0	8.0	3.0	2.0	10.0	2004	FLO	NL	81	71.0	81	79.0	0	79	0	0	0	0	0	0	0	0	0.0	3.0	0.0
1203	reedje03	2004	1	SEA	AL	18	58	11	23	4	0	0	5.0	3.0	1.0	7	4.0	1.0	1.0	0.0	0.0	2.0	2004	SEA	AL	18	14.0	18	16.0	0	0	0	0	0	0	1	16	0	16	0.0	3.0	0.0
1204	reedst01	2004	1	COL	NL	65	2	0	1	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	COL	NL	65	0.0	61	65.0	65	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1205	reesepo01	2004	1	BOS	AL	96	244	32	54	7	2	3	29.0	6.0	2.0	17	60.0	1.0	0.0	6.0	1.0	5.0	2004	BOS	AL	96	74.0	96	94.0	0	0	0	30	0	71	0	0	0	0	0.0	0.0	7.0
1209	relafde01	2004	1	KCA	AL	114	380	45	84	14	0	6	34.0	5.0	4.0	34	56.0	3.0	8.0	4.0	4.0	10.0	2004	KCA	AL	114	103.0	114	111.0	0	0	0	36	42	12	22	3	9	32	0.0	9.0	0.0
1210	remlimi01	2004	1	CHN	NL	48	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	CHN	NL	48	0.0	46	48.0	48	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1211	renteed01	2004	1	SLN	NL	149	586	84	168	37	0	10	72.0	17.0	11.0	39	78.0	5.0	1.0	6.0	10.0	14.0	2004	SLN	NL	149	148.0	149	149.0	0	0	0	0	0	149	0	0	0	0	0.0	1.0	0.0
1212	restomi01	2004	1	MIN	AL	29	47	9	12	3	0	2	6.0	0.0	0.0	4	10.0	0.0	0.0	0.0	0.0	0.0	2004	MIN	AL	29	11.0	29	19.0	0	0	0	0	0	0	12	0	7	19	5.0	5.0	6.0
1213	reyesal01	2004	1	SLN	NL	12	1	0	1	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	SLN	NL	12	2.0	12	12.0	12	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1214	reyesde01	2004	1	KCA	AL	40	6	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	0.0	2004	KCA	AL	40	12.0	3	40.0	40	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1215	reyesjo01	2004	1	NYN	NL	53	220	33	56	16	2	2	14.0	19.0	2.0	5	31.0	0.0	0.0	4.0	0.0	1.0	2004	NYN	NL	53	48.0	53	50.0	0	0	0	43	0	10	0	0	0	0	0.0	4.0	0.0
1216	reyesre01	2004	1	COL	NL	28	61	5	9	2	0	0	1.0	0.0	0.0	5	17.0	2.0	0.0	0.0	0.0	0.0	2004	COL	NL	28	12.0	28	21.0	0	0	0	0	0	0	1	16	4	21	0.0	8.0	1.0
1219	riedljo01	2004	1	CIN	NL	70	3	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	CIN	NL	70	0.0	67	70.0	70	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1220	riggsad01	2004	1	ANA	AL	16	36	2	7	3	0	0	3.0	1.0	0.0	1	10.0	0.0	0.0	0.0	0.0	2.0	2004	ANA	AL	16	9.0	16	10.0	0	0	1	1	0	0	8	0	0	8	4.0	3.0	1.0
1221	rileyma01	2004	1	BAL	AL	14	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	BAL	AL	14	13.0	2	14.0	14	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1222	rincoju01	2004	1	MIN	AL	77	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	MIN	AL	77	0.0	3	77.0	77	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1224	riosal01	2004	1	TOR	AL	111	426	55	122	24	7	1	28.0	15.0	3.0	31	84.0	0.0	2.0	1.0	0.0	14.0	2004	TOR	AL	111	109.0	111	111.0	0	0	0	0	0	0	0	3	108	111	0.0	1.0	0.0
1227	rivaslu01	2004	1	MIN	AL	109	336	44	86	19	5	10	34.0	15.0	1.0	13	53.0	0.0	1.0	5.0	3.0	8.0	2004	MIN	AL	109	95.0	109	109.0	0	0	0	109	0	0	0	0	0	0	0.0	0.0	5.0
1228	riverca01	2004	1	PIT	NL	7	15	1	3	0	0	0	1.0	0.0	0.0	1	3.0	1.0	0.0	0.0	0.0	0.0	2004	PIT	NL	7	4.0	7	7.0	0	0	7	0	0	0	0	0	0	0	0.0	0.0	0.0
1229	riverju01	2004	1	MON	NL	134	391	48	120	24	1	12	49.0	6.0	2.0	34	45.0	7.0	1.0	0.0	0.0	11.0	2004	MON	NL	134	93.0	134	121.0	0	0	0	0	0	0	10	13	104	121	1.0	21.0	3.0
1231	riverre01	2004	1	SEA	AL	2	3	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	SEA	AL	2	0.0	2	2.0	0	2	0	0	0	0	0	0	0	0	0.0	2.0	0.0
1234	roberbr01	2004	1	BAL	AL	159	641	107	175	50	2	4	53.0	29.0	12.0	71	95.0	1.0	1.0	15.0	6.0	3.0	2004	BAL	AL	159	153.0	159	150.0	0	0	0	150	0	0	0	0	0	0	6.0	4.0	2.0
1235	roberda07	2004	1	LAN	NL	68	233	45	59	4	7	2	21.0	33.0	1.0	28	31.0	0.0	4.0	2.0	3.0	2.0	2004	BOS	AL	45	19.0	45	38.0	0	0	0	0	0	0	18	16	14	38	1.0	2.0	12.0
1241	roberna01	2004	1	DET	AL	34	3	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	DET	AL	34	32.0	1	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1242	roberwi01	2004	1	PIT	NL	9	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	PIT	NL	9	0.0	9	9.0	9	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1243	robinke02	2004	1	SDN	NL	80	92	20	27	4	0	0	5.0	11.0	4.0	5	8.0	0.0	1.0	1.0	2.0	0.0	2004	SDN	NL	80	8.0	80	49.0	0	0	0	0	0	0	39	9	2	49	2.0	29.0	14.0
1244	rodrial01	2004	1	NYA	AL	155	601	112	172	24	2	36	106.0	28.0	4.0	80	131.0	6.0	10.0	0.0	7.0	18.0	2004	NYA	AL	155	155.0	155	155.0	0	0	0	0	155	2	0	0	0	0	0.0	0.0	0.0
1245	rodried03	2004	1	BAL	AL	29	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	BAL	AL	29	0.0	3	29.0	29	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1246	rodrife01	2004	1	SFN	NL	53	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	PHI	NL	23	0.0	23	23.0	23	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1251	rodriiv01	2004	1	DET	AL	135	527	72	176	32	2	19	86.0	7.0	4.0	41	91.0	6.0	3.0	0.0	4.0	15.0	2004	DET	AL	135	132.0	135	124.0	0	124	0	0	0	0	0	0	0	0	8.0	3.0	0.0
1252	rodriri03	2004	1	TEX	AL	5	2	0	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	TEX	AL	5	4.0	1	5.0	5	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1253	rogerke01	2004	1	TEX	AL	35	5	1	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	0.0	0.0	1.0	2004	TEX	AL	35	35.0	2	35.0	35	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1254	rolensc01	2004	1	SLN	NL	142	500	109	157	32	4	34	124.0	4.0	3.0	72	92.0	5.0	13.0	1.0	7.0	8.0	2004	SLN	NL	142	140.0	142	141.0	0	0	0	0	141	0	0	0	0	0	0.0	0.0	0.0
1255	rolliji01	2004	1	PHI	NL	154	657	119	190	43	12	14	73.0	30.0	9.0	57	73.0	3.0	3.0	6.0	2.0	4.0	2004	PHI	NL	154	153.0	154	154.0	0	0	0	0	0	154	0	0	0	0	0.0	0.0	0.0
1256	rollsda01	2004	1	TBA	AL	53	117	12	19	5	0	0	9.0	2.0	1.0	10	36.0	0.0	1.0	2.0	2.0	4.0	2004	TBA	AL	53	28.0	53	44.0	0	0	1	2	19	0	16	5	5	24	5.0	8.0	7.0
1257	romanja01	2004	1	TBA	AL	4	8	0	1	0	0	0	1.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	CIN	NL	22	4.0	22	11.0	0	0	0	0	0	0	0	5	6	11	0.0	11.0	3.0
1262	rosemi01	2004	1	OAK	AL	2	2	1	0	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	OAK	AL	2	0.0	2	2.0	0	2	0	0	0	0	0	0	0	0	0.0	1.0	1.0
1263	rossda01	2004	1	LAN	NL	70	165	13	28	3	1	5	15.0	0.0	0.0	15	62.0	1.0	5.0	0.0	5.0	3.0	2004	LAN	NL	70	51.0	70	67.0	0	67	0	0	0	0	0	0	0	0	0.0	5.0	0.0
1264	rowanaa01	2004	1	CHA	AL	140	487	94	151	38	2	24	69.0	17.0	5.0	30	91.0	1.0	10.0	5.0	2.0	5.0	2004	CHA	AL	140	122.0	140	137.0	0	0	0	0	0	0	0	126	12	137	0.0	10.0	3.0
1265	rueteki01	2004	1	SFN	NL	34	61	4	8	2	0	0	2.0	0.0	0.0	3	7.0	0.0	0.0	3.0	0.0	0.0	2004	SFN	NL	34	33.0	32	33.0	33	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
1266	ruschgl01	2004	1	CHN	NL	33	39	3	6	1	0	2	3.0	0.0	0.0	0	11.0	0.0	0.0	7.0	0.0	0.0	2004	CHN	NL	33	16.0	32	32.0	32	0	0	0	0	0	0	0	0	0	0.0	1.0	0.0
1268	ryanmi03	2004	1	MIN	AL	36	71	9	17	2	1	0	7.0	1.0	1.0	4	16.0	1.0	0.0	0.0	0.0	2.0	2004	MIN	AL	36	12.0	36	15.0	0	0	0	0	0	0	10	2	3	15	11.0	14.0	5.0
1270	sabatcc01	2004	1	CLE	AL	30	4	0	1	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	CLE	AL	30	30.0	1	30.0	30	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1271	sadledo01	2004	1	ARI	NL	18	23	1	3	2	0	0	0.0	0.0	0.0	1	7.0	0.0	0.0	0.0	0.0	0.0	2004	ARI	NL	18	2.0	18	13.0	0	0	0	2	2	3	3	3	1	6	0.0	6.0	6.0
1272	saenzch01	2004	1	MIL	NL	1	2	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	MIL	NL	1	1.0	1	1.0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1273	saenzol01	2004	1	LAN	NL	77	111	17	31	1	0	8	22.0	0.0	0.0	12	33.0	1.0	2.0	0.0	3.0	4.0	2004	LAN	NL	77	18.0	77	27.0	0	0	25	0	2	0	0	0	0	0	4.0	55.0	0.0
1274	salmoti01	2004	1	ANA	AL	60	186	15	47	7	0	2	23.0	1.0	0.0	14	41.0	0.0	2.0	0.0	4.0	2.0	2004	ANA	AL	60	46.0	60	8.0	0	0	0	0	0	0	3	0	6	8	39.0	14.0	0.0
1275	sanchal03	2004	1	DET	AL	79	332	41	107	9	3	2	26.0	19.0	13.0	7	50.0	0.0	0.0	12.0	1.0	5.0	2004	DET	AL	79	77.0	79	78.0	0	0	0	0	0	0	0	78	0	78	1.0	0.0	2.0
1276	sanchdu01	2004	1	LAN	NL	67	4	1	1	1	0	0	2.0	0.0	0.0	0	1.0	0.0	0.0	1.0	0.0	1.0	2004	LAN	NL	67	0.0	63	67.0	67	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1277	sanchfr01	2004	1	PIT	NL	9	19	2	3	0	0	0	2.0	0.0	0.0	0	3.0	0.0	0.0	1.0	0.0	0.0	2004	PIT	NL	9	4.0	9	6.0	0	0	0	3	1	4	0	0	0	0	0.0	3.0	1.0
1278	sanchje01	2004	1	CIN	NL	3	4	0	0	0	0	0	0.0	0.0	0.0	0	3.0	0.0	0.0	1.0	0.0	0.0	2004	CIN	NL	3	3.0	3	3.0	3	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1279	sanchre01	2004	1	TBA	AL	91	285	23	70	14	3	2	26.0	0.0	1.0	12	28.0	0.0	3.0	4.0	3.0	6.0	2004	TBA	AL	91	82.0	91	89.0	0	0	0	87	0	4	0	0	0	0	0.0	4.0	0.0
1280	sandere02	2004	1	SLN	NL	135	446	64	116	27	3	22	67.0	21.0	5.0	33	118.0	5.0	4.0	1.0	3.0	5.0	2004	SLN	NL	135	113.0	135	119.0	0	0	0	0	0	0	38	0	81	119	1.0	18.0	1.0
1281	santajo01	2004	1	MIN	AL	34	8	0	3	0	0	0	2.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	MIN	AL	34	34.0	2	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1282	santibe01	2004	1	KCA	AL	49	175	15	48	10	0	6	23.0	1.0	2.0	8	32.0	0.0	2.0	3.0	1.0	9.0	2004	KCA	AL	49	48.0	49	49.0	0	49	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1283	santira01	2004	1	SEA	AL	19	39	8	7	1	0	0	2.0	0.0	0.0	3	3.0	0.0	1.0	2.0	0.0	1.0	2004	SEA	AL	19	10.0	19	16.0	0	0	0	0	0	16	0	0	0	0	2.0	0.0	4.0
1284	santovi01	2004	1	MIL	NL	31	39	0	2	1	0	0	1.0	0.0	0.0	2	20.0	0.0	0.0	6.0	0.0	0.0	2004	MIL	NL	31	28.0	29	31.0	31	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1285	schilcu01	2004	1	BOS	AL	32	7	0	1	0	0	0	0.0	0.0	0.0	0	2.0	0.0	0.0	0.0	0.0	0.0	2004	BOS	AL	32	32.0	2	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1286	schmija01	2004	1	SFN	NL	32	66	4	9	0	0	2	3.0	0.0	0.0	4	30.0	0.0	1.0	13.0	0.0	0.0	2004	SFN	NL	32	32.0	30	32.0	32	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1287	schnebr01	2004	1	MON	NL	135	436	40	112	20	3	12	49.0	0.0	1.0	42	63.0	10.0	3.0	5.0	2.0	8.0	2004	MON	NL	135	125.0	135	133.0	0	133	0	0	0	0	0	0	0	0	0.0	5.0	0.0
1288	schoesc01	2004	1	CHA	AL	20	2	0	1	1	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	CHA	AL	20	19.0	1	20.0	20	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1289	scutama01	2004	1	OAK	AL	137	455	50	124	32	1	7	43.0	0.0	0.0	16	58.0	1.0	0.0	5.0	1.0	9.0	2004	OAK	AL	137	117.0	137	136.0	0	0	0	123	1	16	0	0	0	0	0.0	12.0	0.0
1295	seguida01	2004	1	BAL	AL	18	59	8	20	3	0	1	7.0	0.0	1.0	5	13.0	1.0	1.0	0.0	0.0	3.0	2004	BAL	AL	18	15.0	18	2.0	0	0	2	0	0	0	0	0	0	0	15.0	3.0	0.0
1297	seleaa01	2004	1	ANA	AL	28	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	ANA	AL	28	24.0	1	28.0	28	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1298	seoja01	2004	1	NYN	NL	26	32	2	5	1	0	0	1.0	1.0	0.0	2	9.0	0.0	1.0	3.0	0.0	1.0	2004	NYN	NL	26	21.0	25	24.0	24	0	0	0	0	0	0	0	0	0	0.0	0.0	2.0
1300	servisc01	2004	1	ARI	NL	21	1	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	2004	ARI	NL	21	0.0	19	21.0	21	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1301	sexsori01	2004	1	ARI	NL	23	90	20	21	4	0	9	23.0	0.0	0.0	14	21.0	0.0	0.0	0.0	0.0	2.0	2004	ARI	NL	23	23.0	23	23.0	0	0	23	0	0	0	0	0	0	0	0.0	0.0	0.0
1302	sheetbe01	2004	1	MIL	NL	34	67	2	9	0	0	0	1.0	0.0	0.0	5	22.0	0.0	0.0	9.0	0.0	2.0	2004	MIL	NL	34	34.0	33	34.0	34	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1303	sheffga01	2004	1	NYA	AL	154	573	117	166	30	1	36	121.0	5.0	6.0	92	83.0	7.0	11.0	0.0	8.0	16.0	2004	NYA	AL	154	154.0	154	136.0	0	0	0	0	2	0	0	0	136	136	18.0	0.0	0.0
1304	sheltch01	2004	1	DET	AL	27	46	6	9	1	0	1	3.0	0.0	0.0	9	14.0	0.0	0.0	0.0	1.0	2.0	2004	DET	AL	27	11.0	27	15.0	0	6	8	0	0	0	0	0	1	1	11.0	7.0	0.0
1306	shielsc01	2004	1	ANA	AL	60	1	0	0	0	0	0	0.0	0.0	0.0	0	1.0	0.0	0.0	0.0	0.0	0.0	2004	ANA	AL	60	0.0	3	60.0	60	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0
1308	sierrru01	2004	1	NYA	AL	107	307	40	75	12	1	17	65.0	1.0	0.0	25	55.0	4.0	0.0	0.0	6.0	5.0	2004	NYA	AL	107	76.0	107	29.0	0	0	0	0	0	0	8	0	22	29	56.0	31.0	0.0
